# # Frequency, Mean Fourier, std fourier
3.129992174999999861e+02 3.583609423676848138e+01 1.276195591191914325e+01
3.374991562499999418e+02 3.926790674337465958e+01 2.898166913746132778e+01
3.624888896938775247e+02 4.948687078862867139e+01 1.161690147489574798e+02
3.869990325000000553e+02 6.305795440660251927e+01 3.568638601683019118e+01
4.119785618877550633e+02 1.244219035619219511e+02 1.117588399612853038e+02
4.364989087499999982e+02 6.419565084254030296e+01 3.278623468666022944e+01
4.614682340816327155e+02 4.839382062909653115e+01 6.142732162013417962e+01
4.859987849999999980e+02 9.074244438739276575e+01 4.435392626373833735e+01
5.109579062755102541e+02 7.353510614317382021e+01 3.031069394616877233e+01
5.354986612500000547e+02 5.421030090666788226e+01 2.189109820951051688e+01
5.604475784693877358e+02 8.090218271782977411e+01 4.878922327621640420e+01
5.849985374999999976e+02 1.053608710542480082e+02 4.103834904557492536e+01
6.099372506632653312e+02 2.118627392013090400e+02 1.112589891486874478e+02
6.344984137500000543e+02 1.522153910209385117e+02 6.689974597858520156e+01
6.594269228571428130e+02 1.930091066975839169e+02 9.003780742507012747e+01
6.839982900000001109e+02 1.298189833723018296e+02 6.262496529622259800e+01
7.089165950510202947e+02 1.130944221059857000e+02 6.328124643813872297e+01
7.334981662499999402e+02 1.182379182210960664e+02 5.221698674868048329e+01
7.584062672448980038e+02 2.321992634982188122e+02 8.202807675244258689e+01
7.829980424999999968e+02 1.753058265912533500e+02 6.716335564221860466e+01
8.078959394387753719e+02 1.843497805844893094e+02 5.641613931056188136e+01
8.324979187499998261e+02 9.727527045118974058e+01 5.459412179393898157e+01
8.573856116326530810e+02 2.004851400159802495e+02 9.982478742188078513e+01
8.819977950000001101e+02 3.440061281284545203e+02 9.485192840568680595e+01
9.068752838265304490e+02 2.201795093587568317e+02 7.489999731233396574e+01
9.314976712500000531e+02 2.505579517030552097e+02 8.752012999643245905e+01
9.563649560204081581e+02 1.867480419995935677e+02 7.779484019544251794e+01
9.809975474999999960e+02 1.486810719693987153e+02 8.912570674027230666e+01
1.005854628214285754e+03 1.825842065869838962e+02 7.200539012201475941e+01
1.030497423750000053e+03 1.220072454074396262e+02 6.856027163247875933e+01
1.055344300408163235e+03 1.662199557486979700e+02 5.873349499515938987e+01
1.079997299999999996e+03 2.736302102486408785e+02 5.915646920730507929e+01
1.104833972602040831e+03 2.114630852826254568e+02 6.923358196201481007e+01
1.129497176250000166e+03 1.727985083255233292e+02 9.232688812615937479e+01
1.154323644795918426e+03 2.979294060380101996e+02 7.914087069111980099e+01
1.178997052499999882e+03 2.373442394508966231e+02 9.090505469134598115e+01
1.203813316989796022e+03 3.453046891607952489e+02 8.240095922293032515e+01
1.228496928750000052e+03 2.976027387985724886e+02 8.463485353410145251e+01
1.253302989183673390e+03 1.879702783183479085e+02 9.164458338673954074e+01
1.277996804999999995e+03 2.897824112299890089e+02 9.875102404633300068e+01
1.302792661377550985e+03 1.646795347984549096e+02 7.793834055842164332e+01
1.327496681249999938e+03 2.078041448042083914e+02 3.960857966030091148e+01
1.352282333571428580e+03 2.584495891316310576e+02 1.098196743059021969e+02
1.376996557499999881e+03 4.954622711204338543e+02 1.215456791230404434e+02
1.401772005765306176e+03 6.937254384940704313e+02 6.972751561171543244e+01
1.426496433750000278e+03 4.983654209286323749e+02 1.016859092003390970e+02
1.451261677959183771e+03 4.523654652881040192e+02 9.998250539078135546e+01
1.475996310000000221e+03 2.610829294197890249e+02 7.755790314997325652e+01
1.500751350153061139e+03 1.982423911696490109e+02 6.622884837981573014e+01
1.525496186249999937e+03 1.551576032027344922e+02 7.745100303049746060e+01
1.550241022346938735e+03 1.853109586258679826e+02 6.401084636216819490e+01
1.574996062499999880e+03 1.545815381271787317e+02 4.308236882557169878e+01
1.599730694540816330e+03 3.158349025239080561e+02 6.718423976756248805e+01
1.624495938750000278e+03 3.188900307576710134e+02 8.459586618364416211e+01
1.649220366734694153e+03 2.357558947274025627e+02 1.151079095892876296e+02
1.673995815000000221e+03 1.907754675424990296e+02 9.998178845251416647e+01
1.698710038928571294e+03 3.044931479423954102e+02 8.108255271939059128e+01
1.723495691249999936e+03 3.375436409277594976e+02 1.040480035648026700e+02
1.748199711122448889e+03 3.602996947951043012e+02 7.836300204062948183e+01
1.772995567500000107e+03 3.194082390856196980e+02 6.680412650779156536e+01
1.797689383316326484e+03 3.195855106546771367e+02 8.875489820643204553e+01
1.822495443750000049e+03 2.314522908609968113e+02 6.844936322746195856e+01
1.847179055510204307e+03 1.806876716949947195e+02 7.225699535647628124e+01
1.871995319999999992e+03 1.076116783882654317e+02 5.624548161612739960e+01
1.896668727704081448e+03 1.628076520398493301e+02 7.802975184587344870e+01
1.921495196249999708e+03 1.414385657750342773e+02 6.071156559815322851e+01
1.946158399897959043e+03 1.241628120568772857e+02 5.311622068966800470e+01
1.970995072499999878e+03 1.404063657081174483e+02 4.343974564957880347e+01
1.995648072091836639e+03 1.480084645042944658e+02 5.637775011106356970e+01
2.020494948750000049e+03 2.444647487908800656e+02 9.280618322648693663e+01
2.045137744285714462e+03 1.977455682649629409e+02 5.650799115829456554e+01
2.069994825000000219e+03 2.812089448293231158e+02 7.216818091262138068e+01
2.094627416479591830e+03 2.272724265781531301e+02 6.153648249882273547e+01
2.119494701249999707e+03 2.428145198352061414e+02 5.565821633400963719e+01
2.144117088673469880e+03 1.271180357699454220e+02 4.799816065340982618e+01
2.168994577499999650e+03 8.466864230203614738e+01 4.802607221856291631e+01
2.193606760867347020e+03 1.195628783506079742e+02 4.274847655046919925e+01
2.218494453750000048e+03 9.247772209908190177e+01 3.762750860658541541e+01
2.243096433061224616e+03 6.591533577855433634e+01 2.589748037316318019e+01
2.267994329999999991e+03 5.471224291294007003e+01 2.939054694742556251e+01
2.292586105255102211e+03 6.186504536094749795e+01 3.196886834685530587e+01
2.317494206249999934e+03 4.186597855897904452e+01 1.672528308735238056e+01
2.342075777448979807e+03 5.664970616163979855e+01 2.217667633767935698e+01
2.366994082499999877e+03 5.344434484895673165e+01 2.461284259091837257e+01
2.391565449642856947e+03 4.305962080905140965e+01 2.499650787104257432e+01
2.416493958749999820e+03 3.639166853879079611e+01 1.839059348175220521e+01
2.441055121836734997e+03 4.727856214576565463e+01 2.374528451422346365e+01
2.465993834999999763e+03 3.886785184147262129e+01 1.984550460130807537e+01
2.490544794030612138e+03 6.047221413839610449e+01 2.452864492785735706e+01
2.515493711250000160e+03 4.679380140858555137e+01 2.055108452537176689e+01
2.540034466224489734e+03 3.553117455702890481e+01 1.812914487096443850e+01
2.564993587500000103e+03 4.945621565582217016e+01 2.074768997929385606e+01
2.589524138418367329e+03 7.223991186329942593e+01 3.351720430131599215e+01
2.614493463750000046e+03 7.575969370158551897e+01 3.442172821608157562e+01
2.639013810612244924e+03 9.513179405221157481e+01 4.023535579642822313e+01
2.663993339999999989e+03 9.272647858373825613e+01 3.496865531083103207e+01
2.688503482806122520e+03 4.842603391371022781e+01 2.263887184702975119e+01
2.713493216249999932e+03 7.198025453489491099e+01 2.966768267228334821e+01
2.737993155000000115e+03 7.057378531398875054e+01 2.880886428030513002e+01
2.762993092499999420e+03 5.941552944998974795e+01 2.345434479107260017e+01
2.787493031250000058e+03 7.055981562217580461e+01 2.216046809973794751e+01
2.812482764693877016e+03 5.942397972161224118e+01 3.485274979595337186e+01
2.836992907499999546e+03 5.345758700911794392e+01 2.705455668498976962e+01
2.861972436887755066e+03 3.736732913549124646e+01 1.984381891808001086e+01
2.886492783749999944e+03 5.468032297349297011e+01 2.564536338002017857e+01
2.911462109081632661e+03 6.107787529509812430e+01 2.325577121454066898e+01
2.935992659999999887e+03 5.098497894690713395e+01 2.498013677816873468e+01
2.960951781275510712e+03 5.093206337290463637e+01 2.061200565355061443e+01
2.985492536249999830e+03 5.265417472985592440e+01 2.219613867191582557e+01
3.010441453469387852e+03 5.293695774786371544e+01 2.362094314268410855e+01
3.034992412499999773e+03 6.832179880064228428e+01 2.399726876269047082e+01
3.059931125663265448e+03 4.266867060685527235e+01 2.084845426088205045e+01
3.084492288749999261e+03 2.964784287363512050e+01 1.555942763039273125e+01
3.109420797857143043e+03 3.866488860531397620e+01 2.026364457087631621e+01
3.133992165000000114e+03 4.106507840388871955e+01 1.870198463348981832e+01
3.158910470051020184e+03 4.396316267208658957e+01 1.861955010865020910e+01
3.183492041250000057e+03 4.685943062664297543e+01 2.462420913431105873e+01
3.208400142244897779e+03 4.297085676832378454e+01 2.336374349567298125e+01
3.232991917499999545e+03 4.924340603987808151e+01 2.575331070020692081e+01
3.257889814438775375e+03 6.678358543796367996e+01 2.194796541040691551e+01
3.282491793749999943e+03 6.750146087310123733e+01 2.738820300276287867e+01
3.307379486632652970e+03 7.407479089688534657e+01 2.630598151927958384e+01
3.331991669999999885e+03 4.165161727272144532e+01 1.911501294401930551e+01
3.356869158826531020e+03 5.765579650664068367e+01 2.476593615231305634e+01
3.381491546250000283e+03 4.723280616430197654e+01 2.098922657346877685e+01
3.406358831020408161e+03 4.679366987279838241e+01 2.504973100595945112e+01
3.430991422499999771e+03 5.216800299008948372e+01 2.660885489655008129e+01
3.455848503214285756e+03 5.616876560624224624e+01 2.931965510487235704e+01
3.480491298749999714e+03 4.708210666786099097e+01 2.388273304132820840e+01
3.505338175408163806e+03 4.380064891906418723e+01 2.729034601484365652e+01
3.529991174999999657e+03 8.542292174773042746e+01 3.318897161089584102e+01
3.554827847602040492e+03 1.028342645283632777e+02 3.515149221407221347e+01
3.579491051250000055e+03 6.228731929455776850e+01 1.801381167527057414e+01
3.604317519795917633e+03 8.639388524333661223e+01 2.752554388338582569e+01
3.628990927500000453e+03 4.584369387389964601e+01 2.502421246906564178e+01
3.653807191989795683e+03 3.604669739655503946e+01 2.074080746436434453e+01
3.678490803750000396e+03 3.547609648626961842e+01 1.481224209166807348e+01
3.703296864183673279e+03 4.170704039294971466e+01 2.035217999906034692e+01
3.727990679999999884e+03 3.238010809245858468e+01 1.539051292530728077e+01
3.752786536377551329e+03 3.134593970001034791e+01 1.573387175139337302e+01
3.777490556250000282e+03 4.101843984689783440e+01 1.756051072055637619e+01
3.802276208571428469e+03 2.936471867162401850e+01 1.696020035178532481e+01
3.826990432499999770e+03 2.113351777922062169e+01 1.203823945650694149e+01
3.851765880765306065e+03 3.681877188357178454e+01 1.562624910903391928e+01
3.876490308749999713e+03 2.918951389587728329e+01 1.482285817819371410e+01
3.901255552959184115e+03 4.748115054248502531e+01 2.231283327707318165e+01
3.925990185000000110e+03 4.003213384300379829e+01 1.915775391547797923e+01
3.950745225153060801e+03 5.697156291947290896e+01 2.727291004029367372e+01
3.975490061249999599e+03 4.367635743687203131e+01 2.098974010916494848e+01
4.000234897346938851e+03 5.843658317384306855e+01 3.459346637228690469e+01
4.024989937499999996e+03 3.736105289721000133e+01 1.785259403663529554e+01
4.049724569540815992e+03 7.388634164817484873e+01 3.018902001619667885e+01
