# axis 0 is time, axis 1 is Voltage
2.18000000,-0.45431883
2.20000000,-0.45399347
2.22000000,-0.45334277
2.24000000,-0.45366812
2.26000000,-0.45269206
2.28000000,-0.45171599
2.30000000,-0.45204135
2.32000000,-0.45236670
2.34000000,-0.45171599
2.36000000,-0.45106528
2.38000000,-0.45106528
2.40000000,-0.45008922
2.42000000,-0.45008922
2.44000000,-0.44943851
2.46000000,-0.44878780
2.48000000,-0.44911316
2.50000000,-0.44911316
2.52000000,-0.44846245
2.54000000,-0.44748639
2.56000000,-0.44716103
2.58000000,-0.44846245
2.60000000,-0.44748639
2.62000000,-0.44618497
2.64000000,-0.44618497
2.66000000,-0.44585962
2.68000000,-0.44520891
2.70000000,-0.44553426
2.72000000,-0.44455820
2.74000000,-0.44455820
2.76000000,-0.44455820
2.78000000,-0.44390749
2.80000000,-0.44358214
2.82000000,-0.44325678
2.84000000,-0.44325678
2.86000000,-0.44293143
2.88000000,-0.44228072
2.90000000,-0.44195536
2.92000000,-0.44130465
2.94000000,-0.44097930
2.96000000,-0.44032859
2.98000000,-0.44032859
3.00000000,-0.43967788
3.02000000,-0.43967788
3.04000000,-0.43935253
3.06000000,-0.43902717
3.08000000,-0.43870182
3.10000000,-0.43805111
3.12000000,-0.43772576
3.14000000,-0.43674969
3.16000000,-0.43609899
3.18000000,-0.43642434
3.20000000,-0.43609899
3.22000000,-0.43577363
3.24000000,-0.43479757
3.26000000,-0.43414686
3.28000000,-0.43512292
3.30000000,-0.43414686
3.32000000,-0.43349615
3.34000000,-0.43284544
3.36000000,-0.43284544
3.38000000,-0.43284544
3.40000000,-0.43186938
3.42000000,-0.43154402
3.44000000,-0.43186938
3.46000000,-0.43024261
3.48000000,-0.43024261
3.50000000,-0.42959190
3.52000000,-0.42926654
3.54000000,-0.42959190
3.56000000,-0.42829048
3.58000000,-0.42894119
3.60000000,-0.42796513
3.62000000,-0.42731442
3.64000000,-0.42731442
3.66000000,-0.42731442
3.68000000,-0.42536229
3.70000000,-0.42601300
3.72000000,-0.42536229
3.74000000,-0.42503694
3.76000000,-0.42471158
3.78000000,-0.42503694
3.80000000,-0.42503694
3.82000000,-0.42406087
3.84000000,-0.42275946
3.86000000,-0.42308481
3.88000000,-0.42210875
3.90000000,-0.42178339
3.92000000,-0.42243410
3.94000000,-0.42048198
3.96000000,-0.42145804
3.98000000,-0.42048198
4.00000000,-0.41983127
4.02000000,-0.42015662
4.04000000,-0.41950591
4.06000000,-0.41918056
4.08000000,-0.41885521
4.10000000,-0.41820450
4.12000000,-0.41755379
4.14000000,-0.41755379
4.16000000,-0.41690308
4.18000000,-0.41690308
4.20000000,-0.41592702
4.22000000,-0.41657772
4.24000000,-0.41625237
4.26000000,-0.41495095
4.28000000,-0.41527631
4.30000000,-0.41430024
4.32000000,-0.41397489
4.34000000,-0.41364954
4.36000000,-0.41267347
4.38000000,-0.41332418
4.40000000,-0.41299883
4.42000000,-0.41234812
4.44000000,-0.41234812
4.46000000,-0.41104670
4.48000000,-0.41104670
4.50000000,-0.41137206
4.52000000,-0.41072135
4.54000000,-0.40941993
4.56000000,-0.40974528
4.58000000,-0.41007064
4.60000000,-0.40909457
4.62000000,-0.40844387
4.64000000,-0.40746780
4.66000000,-0.40844387
4.68000000,-0.40746780
4.70000000,-0.40714245
4.72000000,-0.40681709
4.74000000,-0.40584103
4.76000000,-0.40584103
4.78000000,-0.40486497
4.80000000,-0.40519032
4.82000000,-0.40519032
4.84000000,-0.40388891
4.86000000,-0.40421426
4.88000000,-0.40356355
4.90000000,-0.40291284
4.92000000,-0.40258749
4.94000000,-0.40258749
4.96000000,-0.40193678
4.98000000,-0.40128607
5.00000000,-0.40031001
5.02000000,-0.40031001
5.04000000,-0.40063536
5.06000000,-0.39933394
5.08000000,-0.39998465
5.10000000,-0.39965930
5.12000000,-0.39900859
5.14000000,-0.39770717
5.16000000,-0.39803253
5.18000000,-0.39868324
5.20000000,-0.39770717
5.22000000,-0.39640576
5.24000000,-0.39640576
5.26000000,-0.39608040
5.28000000,-0.39608040
5.30000000,-0.39542969
5.32000000,-0.39510434
5.34000000,-0.39445363
5.36000000,-0.39445363
5.38000000,-0.39347757
5.40000000,-0.39347757
5.42000000,-0.39315221
5.44000000,-0.39250150
5.46000000,-0.39185079
5.48000000,-0.39217615
5.50000000,-0.39217615
5.52000000,-0.39185079
5.54000000,-0.39152544
5.56000000,-0.39054938
5.58000000,-0.38957331
5.60000000,-0.38957331
5.62000000,-0.38989867
5.64000000,-0.38892261
5.66000000,-0.38892261
5.68000000,-0.38957331
5.70000000,-0.38859725
5.72000000,-0.38859725
5.74000000,-0.38827190
5.76000000,-0.38729583
5.78000000,-0.38697048
5.80000000,-0.38697048
5.82000000,-0.38664513
5.84000000,-0.38501835
5.86000000,-0.38501835
5.88000000,-0.38501835
5.90000000,-0.38469300
5.92000000,-0.38469300
5.94000000,-0.38404229
5.96000000,-0.38404229
5.98000000,-0.38306623
6.00000000,-0.38306623
6.02000000,-0.38306623
6.04000000,-0.38241552
6.06000000,-0.38176481
6.08000000,-0.38176481
6.10000000,-0.38078875
6.12000000,-0.38078875
6.14000000,-0.38078875
6.16000000,-0.38013804
6.18000000,-0.38013804
6.20000000,-0.37948733
6.22000000,-0.37981268
6.24000000,-0.37916198
6.26000000,-0.37818591
6.28000000,-0.37851127
6.30000000,-0.37753520
6.32000000,-0.37818591
6.34000000,-0.37655914
6.36000000,-0.37720985
6.38000000,-0.37623379
6.40000000,-0.37623379
6.42000000,-0.37688450
6.44000000,-0.37525772
6.46000000,-0.37460701
6.48000000,-0.37460701
6.50000000,-0.37493237
6.52000000,-0.37460701
6.54000000,-0.37460701
6.56000000,-0.37330560
6.58000000,-0.37298024
6.60000000,-0.37200418
6.62000000,-0.37265489
6.64000000,-0.37200418
6.66000000,-0.37102812
6.68000000,-0.37167883
6.70000000,-0.37200418
6.72000000,-0.37102812
6.74000000,-0.37102812
6.76000000,-0.37005205
6.78000000,-0.37037741
6.80000000,-0.37005205
6.82000000,-0.37070276
6.84000000,-0.36875064
6.86000000,-0.36907599
6.88000000,-0.36842528
6.90000000,-0.36875064
6.92000000,-0.36777457
6.94000000,-0.36712387
6.96000000,-0.36712387
6.98000000,-0.36712387
7.00000000,-0.36679851
7.02000000,-0.36647316
7.04000000,-0.36614780
7.06000000,-0.36549709
7.08000000,-0.36582245
7.10000000,-0.36484638
7.12000000,-0.36484638
7.14000000,-0.36517174
7.16000000,-0.36354497
7.18000000,-0.36387032
7.20000000,-0.36419568
7.22000000,-0.36321961
7.24000000,-0.36321961
7.26000000,-0.36191820
7.28000000,-0.36224355
7.30000000,-0.36224355
7.32000000,-0.36224355
7.34000000,-0.36061678
7.36000000,-0.36094213
7.38000000,-0.36061678
7.40000000,-0.36061678
7.42000000,-0.36061678
7.44000000,-0.36061678
7.46000000,-0.35964072
7.48000000,-0.35964072
7.50000000,-0.35964072
7.52000000,-0.35833930
7.54000000,-0.35833930
7.56000000,-0.35833930
7.58000000,-0.35736323
7.60000000,-0.35703788
7.62000000,-0.35736323
7.64000000,-0.35671253
7.66000000,-0.35638717
7.68000000,-0.35638717
7.70000000,-0.35671253
7.72000000,-0.35476040
7.74000000,-0.35443505
7.76000000,-0.35443505
7.78000000,-0.35443505
7.80000000,-0.35443505
7.82000000,-0.35345898
7.84000000,-0.35410969
7.86000000,-0.35313363
7.88000000,-0.35248292
7.90000000,-0.35248292
7.92000000,-0.35183221
7.94000000,-0.35183221
7.96000000,-0.35118150
7.98000000,-0.35053079
8.00000000,-0.35118150
8.02000000,-0.35020544
8.04000000,-0.34988009
8.06000000,-0.34955473
8.08000000,-0.34955473
8.10000000,-0.34922938
8.12000000,-0.34922938
8.14000000,-0.34825331
8.16000000,-0.34792796
8.18000000,-0.34825331
8.20000000,-0.34695190
8.22000000,-0.34695190
8.24000000,-0.34662654
8.26000000,-0.34695190
8.28000000,-0.34695190
8.30000000,-0.34597583
8.32000000,-0.34499977
8.34000000,-0.34565048
8.36000000,-0.34467442
8.38000000,-0.34402371
8.40000000,-0.34434906
8.42000000,-0.34369835
8.44000000,-0.34337300
8.46000000,-0.34239694
8.48000000,-0.34272229
8.50000000,-0.34174623
8.52000000,-0.34174623
8.54000000,-0.34142087
8.56000000,-0.34239694
8.58000000,-0.34077016
8.60000000,-0.34077016
8.62000000,-0.33979410
8.64000000,-0.33946875
8.66000000,-0.33946875
8.68000000,-0.33881804
8.70000000,-0.33914339
8.72000000,-0.33881804
8.74000000,-0.33784197
8.76000000,-0.33816733
8.78000000,-0.33816733
8.80000000,-0.33686591
8.82000000,-0.33751662
8.84000000,-0.33588985
8.86000000,-0.33654056
8.88000000,-0.33588985
8.90000000,-0.33491379
8.92000000,-0.33556449
8.94000000,-0.33491379
8.96000000,-0.33523914
8.98000000,-0.33491379
9.00000000,-0.33426308
9.02000000,-0.33361237
9.04000000,-0.33296166
9.06000000,-0.33263631
9.08000000,-0.33328701
9.10000000,-0.33231095
9.12000000,-0.33231095
9.14000000,-0.33133489
9.16000000,-0.33198560
9.18000000,-0.33068418
9.20000000,-0.33166024
9.22000000,-0.33068418
9.24000000,-0.33068418
9.26000000,-0.33003347
9.28000000,-0.33003347
9.30000000,-0.32938276
9.32000000,-0.32905741
9.34000000,-0.32743064
9.36000000,-0.32808134
9.38000000,-0.32840670
9.40000000,-0.32775599
9.42000000,-0.32775599
9.44000000,-0.32677993
9.46000000,-0.32677993
9.48000000,-0.32645457
9.50000000,-0.32645457
9.52000000,-0.32645457
9.54000000,-0.32515316
9.56000000,-0.32612922
9.58000000,-0.32482780
9.60000000,-0.32482780
9.62000000,-0.32417709
9.64000000,-0.32417709
9.66000000,-0.32417709
9.68000000,-0.32352638
9.70000000,-0.32385174
9.72000000,-0.32352638
9.74000000,-0.32222497
9.76000000,-0.32287567
9.78000000,-0.32255032
9.80000000,-0.32287567
9.82000000,-0.32222497
9.84000000,-0.32157426
9.86000000,-0.32124890
9.88000000,-0.32092355
9.90000000,-0.32059819
9.92000000,-0.32092355
9.94000000,-0.32027284
9.96000000,-0.31962213
9.98000000,-0.31994749
10.00000000,-0.31962213
10.02000000,-0.31929678
10.04000000,-0.31897142
10.06000000,-0.31864607
10.08000000,-0.31799536
10.10000000,-0.31832071
10.12000000,-0.31734465
10.14000000,-0.31636859
10.16000000,-0.31701930
10.18000000,-0.31734465
10.20000000,-0.31636859
10.22000000,-0.31604323
10.24000000,-0.31636859
10.26000000,-0.31604323
10.28000000,-0.31506717
10.30000000,-0.31539253
10.32000000,-0.31474182
10.34000000,-0.31474182
10.36000000,-0.31474182
10.38000000,-0.31376575
10.40000000,-0.31311504
10.42000000,-0.31344040
10.44000000,-0.31311504
10.46000000,-0.31278969
10.48000000,-0.31213898
10.50000000,-0.31246434
10.52000000,-0.31148827
10.54000000,-0.31148827
10.56000000,-0.31116292
10.58000000,-0.31116292
10.60000000,-0.31148827
10.62000000,-0.31083756
10.64000000,-0.31083756
10.66000000,-0.31018686
10.68000000,-0.31018686
10.70000000,-0.30953615
10.72000000,-0.30921079
10.74000000,-0.30856008
10.76000000,-0.30921079
10.78000000,-0.30888544
10.80000000,-0.30856008
10.82000000,-0.30888544
10.84000000,-0.30856008
10.86000000,-0.30758402
10.88000000,-0.30790938
10.90000000,-0.30693331
10.92000000,-0.30758402
10.94000000,-0.30693331
10.96000000,-0.30693331
10.98000000,-0.30563189
11.00000000,-0.30660796
11.02000000,-0.30595725
11.04000000,-0.30465583
11.06000000,-0.30498119
11.08000000,-0.30433048
11.10000000,-0.30563189
11.12000000,-0.30498119
11.14000000,-0.30400512
11.16000000,-0.30400512
11.18000000,-0.30335441
11.20000000,-0.30335441
11.22000000,-0.30270371
11.24000000,-0.30270371
11.26000000,-0.30237835
11.28000000,-0.30270371
11.30000000,-0.30107693
11.32000000,-0.30172764
11.34000000,-0.30140229
11.36000000,-0.30172764
11.38000000,-0.30107693
11.40000000,-0.30042623
11.42000000,-0.30140229
11.44000000,-0.30107693
11.46000000,-0.30140229
11.48000000,-0.29945016
11.50000000,-0.30042623
11.52000000,-0.29945016
11.54000000,-0.29945016
11.56000000,-0.29912481
11.58000000,-0.29912481
11.60000000,-0.29879945
11.62000000,-0.29749804
11.64000000,-0.29814875
11.66000000,-0.29814875
11.68000000,-0.29782339
11.70000000,-0.29684733
11.72000000,-0.29652197
11.74000000,-0.29684733
11.76000000,-0.29587126
11.78000000,-0.29652197
11.80000000,-0.29587126
11.82000000,-0.29684733
11.84000000,-0.29554591
11.86000000,-0.29522056
11.88000000,-0.29456985
11.90000000,-0.29489520
11.92000000,-0.29489520
11.94000000,-0.29489520
11.96000000,-0.29391914
11.98000000,-0.29456985
12.00000000,-0.29424449
12.02000000,-0.29359378
12.04000000,-0.29326843
12.06000000,-0.29294308
12.08000000,-0.29294308
12.10000000,-0.29261772
12.12000000,-0.29261772
12.14000000,-0.29196701
12.16000000,-0.29196701
12.18000000,-0.29131630
12.20000000,-0.29131630
12.22000000,-0.29131630
12.24000000,-0.29099095
12.26000000,-0.29001489
12.28000000,-0.29001489
12.30000000,-0.29099095
12.32000000,-0.28968953
12.34000000,-0.28936418
12.36000000,-0.28968953
12.38000000,-0.28903882
12.40000000,-0.28903882
12.42000000,-0.28903882
12.44000000,-0.28806276
12.46000000,-0.28838811
12.48000000,-0.28773741
12.50000000,-0.28773741
12.52000000,-0.28773741
12.54000000,-0.28741205
12.56000000,-0.28676134
12.58000000,-0.28676134
12.60000000,-0.28676134
12.62000000,-0.28578528
12.64000000,-0.28578528
12.66000000,-0.28578528
12.68000000,-0.28578528
12.70000000,-0.28578528
12.72000000,-0.28513457
12.74000000,-0.28448386
12.76000000,-0.28448386
12.78000000,-0.28480922
12.80000000,-0.28513457
12.82000000,-0.28415851
12.84000000,-0.28415851
12.86000000,-0.28383315
12.88000000,-0.28350780
12.90000000,-0.28253174
12.92000000,-0.28220638
12.94000000,-0.28285709
12.96000000,-0.28285709
12.98000000,-0.28220638
13.00000000,-0.28188103
13.02000000,-0.28057961
13.04000000,-0.28090497
13.06000000,-0.28090497
13.08000000,-0.28090497
13.10000000,-0.28025426
13.12000000,-0.28025426
13.14000000,-0.27992890
13.16000000,-0.28025426
13.18000000,-0.27960355
13.20000000,-0.27927819
13.22000000,-0.27960355
13.24000000,-0.27862748
13.26000000,-0.27862748
13.28000000,-0.27765142
13.30000000,-0.27797678
13.32000000,-0.27862748
13.34000000,-0.27765142
13.36000000,-0.27732607
13.38000000,-0.27732607
13.40000000,-0.27797678
13.42000000,-0.27765142
13.44000000,-0.27700071
13.46000000,-0.27667536
13.48000000,-0.27569930
13.50000000,-0.27602465
13.52000000,-0.27602465
13.54000000,-0.27472323
13.56000000,-0.27504859
13.58000000,-0.27569930
13.60000000,-0.27537394
13.62000000,-0.27472323
13.64000000,-0.27472323
13.66000000,-0.27472323
13.68000000,-0.27407252
13.70000000,-0.27407252
13.72000000,-0.27342182
13.74000000,-0.27309646
13.76000000,-0.27212040
13.78000000,-0.27277111
13.80000000,-0.27309646
13.82000000,-0.27277111
13.84000000,-0.27244575
13.86000000,-0.27277111
13.88000000,-0.27212040
13.90000000,-0.27277111
13.92000000,-0.27179504
13.94000000,-0.27212040
13.96000000,-0.27179504
13.98000000,-0.27081898
14.00000000,-0.27049363
14.02000000,-0.27114433
14.04000000,-0.27081898
14.06000000,-0.27049363
14.08000000,-0.27049363
14.10000000,-0.27049363
14.12000000,-0.27016827
14.14000000,-0.26919221
14.16000000,-0.26919221
14.18000000,-0.26919221
14.20000000,-0.26951756
14.22000000,-0.26886685
14.24000000,-0.26886685
14.26000000,-0.26821615
14.28000000,-0.26789079
14.30000000,-0.26821615
14.32000000,-0.26789079
14.34000000,-0.26724008
14.36000000,-0.26724008
14.38000000,-0.26724008
14.40000000,-0.26658937
14.42000000,-0.26658937
14.44000000,-0.26561331
14.46000000,-0.26626402
14.48000000,-0.26561331
14.50000000,-0.26593867
14.52000000,-0.26528796
14.54000000,-0.26496260
14.56000000,-0.26463725
14.58000000,-0.26496260
14.60000000,-0.26431189
14.62000000,-0.26496260
14.64000000,-0.26398654
14.66000000,-0.26366118
14.68000000,-0.26496260
14.70000000,-0.26398654
14.72000000,-0.26366118
14.74000000,-0.26301048
14.76000000,-0.26301048
14.78000000,-0.26203441
14.80000000,-0.26203441
14.82000000,-0.26235977
14.84000000,-0.26235977
14.86000000,-0.26105835
14.88000000,-0.26170906
14.90000000,-0.26138370
14.92000000,-0.26235977
14.94000000,-0.26040764
14.96000000,-0.26073300
14.98000000,-0.26040764
15.00000000,-0.25943158
15.02000000,-0.26040764
15.04000000,-0.25975693
15.06000000,-0.25943158
15.08000000,-0.25845552
15.10000000,-0.25813016
15.12000000,-0.25845552
15.14000000,-0.25813016
15.16000000,-0.25715410
15.18000000,-0.25813016
15.20000000,-0.25715410
15.22000000,-0.25682874
15.24000000,-0.25682874
15.26000000,-0.25650339
15.28000000,-0.25617804
15.30000000,-0.25585268
15.32000000,-0.25617804
15.34000000,-0.25552733
15.36000000,-0.25552733
15.38000000,-0.25520197
15.40000000,-0.25455126
15.42000000,-0.25487662
15.44000000,-0.25357520
15.46000000,-0.25422591
15.48000000,-0.25324985
15.50000000,-0.25324985
15.52000000,-0.25357520
15.54000000,-0.25227378
15.56000000,-0.25227378
15.58000000,-0.25292449
15.60000000,-0.25097237
15.62000000,-0.25162307
15.64000000,-0.25097237
15.66000000,-0.25129772
15.68000000,-0.25064701
15.70000000,-0.25097237
15.72000000,-0.25097237
15.74000000,-0.24934559
15.76000000,-0.24999630
15.78000000,-0.24967095
15.80000000,-0.24902024
15.82000000,-0.24967095
15.84000000,-0.24902024
15.86000000,-0.24869489
15.88000000,-0.24739347
15.90000000,-0.24804418
15.92000000,-0.24771882
15.94000000,-0.24739347
15.96000000,-0.24674276
15.98000000,-0.24641740
16.00000000,-0.24609205
16.02000000,-0.24641740
16.04000000,-0.24544134
16.06000000,-0.24544134
16.08000000,-0.24576670
16.10000000,-0.24413992
16.12000000,-0.24479063
16.14000000,-0.24479063
16.16000000,-0.24446528
16.18000000,-0.24381457
16.20000000,-0.24381457
16.22000000,-0.24381457
16.24000000,-0.24316386
16.26000000,-0.24218780
16.28000000,-0.24283851
16.30000000,-0.24283851
16.32000000,-0.24186244
16.34000000,-0.24153709
16.36000000,-0.24088638
16.38000000,-0.24218780
16.40000000,-0.24121174
16.42000000,-0.24056103
16.44000000,-0.24023567
16.46000000,-0.24056103
16.48000000,-0.23958496
16.50000000,-0.23991032
16.52000000,-0.23860890
16.54000000,-0.23860890
16.56000000,-0.23893426
16.58000000,-0.23893426
16.60000000,-0.23730748
16.62000000,-0.23860890
16.64000000,-0.23730748
16.66000000,-0.23698213
16.68000000,-0.23730748
16.70000000,-0.23698213
16.72000000,-0.23698213
16.74000000,-0.23665677
16.76000000,-0.23633142
16.78000000,-0.23535536
16.80000000,-0.23568071
16.82000000,-0.23470465
16.84000000,-0.23372859
16.86000000,-0.23470465
16.88000000,-0.23437929
16.90000000,-0.23405394
16.92000000,-0.23340323
16.94000000,-0.23340323
16.96000000,-0.23275252
16.98000000,-0.23340323
17.00000000,-0.23242717
17.02000000,-0.23242717
17.04000000,-0.23177646
17.06000000,-0.23112575
17.08000000,-0.23145111
17.10000000,-0.23145111
17.12000000,-0.23112575
17.14000000,-0.23080040
17.16000000,-0.22982433
17.18000000,-0.22982433
17.20000000,-0.22917362
17.22000000,-0.22884827
17.24000000,-0.22982433
17.26000000,-0.22884827
17.28000000,-0.22884827
17.30000000,-0.22819756
17.32000000,-0.22852292
17.34000000,-0.22722150
17.36000000,-0.22852292
17.38000000,-0.22787221
17.40000000,-0.22754685
17.42000000,-0.22722150
17.44000000,-0.22624544
17.46000000,-0.22592008
17.48000000,-0.22624544
17.50000000,-0.22624544
17.52000000,-0.22494402
17.54000000,-0.22494402
17.56000000,-0.22592008
17.58000000,-0.22461866
17.60000000,-0.22429331
17.62000000,-0.22396796
17.64000000,-0.22396796
17.66000000,-0.22364260
17.68000000,-0.22364260
17.70000000,-0.22299189
17.72000000,-0.22299189
17.74000000,-0.22234118
17.76000000,-0.22266654
17.78000000,-0.22234118
17.80000000,-0.22234118
17.82000000,-0.22136512
17.84000000,-0.22136512
17.86000000,-0.22136512
17.88000000,-0.22103977
17.90000000,-0.22071441
17.92000000,-0.22038906
17.94000000,-0.22103977
17.96000000,-0.22006370
17.98000000,-0.21973835
18.00000000,-0.21941299
18.02000000,-0.21941299
18.04000000,-0.21843693
18.06000000,-0.21908764
18.08000000,-0.21908764
18.10000000,-0.21876229
18.12000000,-0.21778622
18.14000000,-0.21746087
18.16000000,-0.21811158
18.18000000,-0.21778622
18.20000000,-0.21746087
18.22000000,-0.21746087
18.24000000,-0.21681016
18.26000000,-0.21681016
18.28000000,-0.21648481
18.30000000,-0.21648481
18.32000000,-0.21583410
18.34000000,-0.21615945
18.36000000,-0.21550874
18.38000000,-0.21550874
18.40000000,-0.21453268
18.42000000,-0.21453268
18.44000000,-0.21518339
18.46000000,-0.21355662
18.48000000,-0.21355662
18.50000000,-0.21388197
18.52000000,-0.21453268
18.54000000,-0.21323126
18.56000000,-0.21355662
18.58000000,-0.21258055
18.60000000,-0.21225520
18.62000000,-0.21225520
18.64000000,-0.21323126
18.66000000,-0.21225520
18.68000000,-0.21225520
18.70000000,-0.21095378
18.72000000,-0.21192984
18.74000000,-0.21095378
18.76000000,-0.21127914
18.78000000,-0.21062843
18.80000000,-0.21062843
18.82000000,-0.21062843
18.84000000,-0.21062843
18.86000000,-0.20997772
18.88000000,-0.20965236
18.90000000,-0.20997772
18.92000000,-0.20965236
18.94000000,-0.20932701
18.96000000,-0.20867630
18.98000000,-0.20900166
19.00000000,-0.20965236
19.02000000,-0.20867630
19.04000000,-0.20867630
19.06000000,-0.20835095
19.08000000,-0.20867630
19.10000000,-0.20770024
19.12000000,-0.20737488
19.14000000,-0.20737488
19.16000000,-0.20704953
19.18000000,-0.20802559
19.20000000,-0.20802559
19.22000000,-0.20704953
19.24000000,-0.20672418
19.26000000,-0.20672418
19.28000000,-0.20607347
19.30000000,-0.20672418
19.32000000,-0.20542276
19.34000000,-0.20607347
19.36000000,-0.20542276
19.38000000,-0.20574811
19.40000000,-0.20509740
19.42000000,-0.20444670
19.44000000,-0.20477205
19.46000000,-0.20477205
19.48000000,-0.20444670
19.50000000,-0.20444670
19.52000000,-0.20314528
19.54000000,-0.20412134
19.56000000,-0.20379599
19.58000000,-0.20347063
19.60000000,-0.20379599
19.62000000,-0.20281992
19.64000000,-0.20314528
19.66000000,-0.20347063
19.68000000,-0.20249457
19.70000000,-0.20281992
19.72000000,-0.20249457
19.74000000,-0.20249457
19.76000000,-0.20314528
19.78000000,-0.20249457
19.80000000,-0.20216921
19.82000000,-0.20216921
19.84000000,-0.20151851
19.86000000,-0.20151851
19.88000000,-0.20119315
19.90000000,-0.20086780
19.92000000,-0.20119315
19.94000000,-0.20119315
19.96000000,-0.20054244
19.98000000,-0.20054244
20.00000000,-0.19989173
20.02000000,-0.20054244
20.04000000,-0.19956638
20.06000000,-0.19956638
20.08000000,-0.20021709
20.10000000,-0.19989173
20.12000000,-0.20021709
20.14000000,-0.19956638
20.16000000,-0.19956638
20.18000000,-0.19891567
20.20000000,-0.19826496
20.22000000,-0.19924103
20.24000000,-0.19859032
20.26000000,-0.19891567
20.28000000,-0.19859032
20.30000000,-0.19859032
20.32000000,-0.19761425
20.34000000,-0.19761425
20.36000000,-0.19793961
20.38000000,-0.19761425
20.40000000,-0.19793961
20.42000000,-0.19728890
20.44000000,-0.19663819
20.46000000,-0.19696355
20.48000000,-0.19663819
20.50000000,-0.19696355
20.52000000,-0.19631284
20.54000000,-0.19631284
20.56000000,-0.19598748
20.58000000,-0.19598748
20.60000000,-0.19533677
20.62000000,-0.19566213
20.64000000,-0.19598748
20.66000000,-0.19566213
20.68000000,-0.19598748
20.70000000,-0.19468606
20.72000000,-0.19436071
20.74000000,-0.19501142
20.76000000,-0.19468606
20.78000000,-0.19436071
20.80000000,-0.19468606
20.82000000,-0.19468606
20.84000000,-0.19403536
20.86000000,-0.19371000
20.88000000,-0.19403536
20.90000000,-0.19305929
20.92000000,-0.19338465
20.94000000,-0.19338465
20.96000000,-0.19403536
20.98000000,-0.19240858
21.00000000,-0.19338465
21.02000000,-0.19305929
21.04000000,-0.19273394
21.06000000,-0.19240858
21.08000000,-0.19240858
21.10000000,-0.19240858
21.12000000,-0.19175788
21.14000000,-0.19175788
21.16000000,-0.19175788
21.18000000,-0.19143252
21.20000000,-0.19208323
21.22000000,-0.19208323
21.24000000,-0.19078181
21.26000000,-0.19143252
21.28000000,-0.19143252
21.30000000,-0.19110717
21.32000000,-0.18980575
21.34000000,-0.19078181
21.36000000,-0.18980575
21.38000000,-0.18980575
21.40000000,-0.19013110
21.42000000,-0.19078181
21.44000000,-0.19013110
